rossi	Rossi	PROPN

che	che	PRON
è	essere	AUX
quello	quello	PRON
di	di	ADP
il	il	DET
terzo	terzo	ADJ
anno	anno	NOUN

sì	sì	ADV

di	di	ADP
arabo	arabo	NOUN
e	e	CCONJ
[PAUSE]	[PAUSE]	X
si	si	PRON
accavallano	accavallare	VERB
con	con	ADP
le	il	DET
sue	suo	DET

veramente	veramente	ADV

non	non	ADV
era	essere	AUX
facile	facile	ADJ
beccare	beccare	VERB
esattamente	esattamente	ADV
gli	il	DET
stessi	stesso	ADJ
orari	orario	NOUN

sì	sì	ADV
uguali	uguale	ADJ
soltanto	soltanto	ADV
che	che	SCONJ
lui	lui	PRON
fa	fare	VERB
tre	tre	NUM
ore	ora	NOUN
ogni	ogni	DET
giorno	giorno	NOUN
lunedì	lunedì	NOUN
martedì	martedì	NOUN
e	e	CCONJ
mercoledì	mercoledì	NOUN

è	essere	AUX
solo	solo	ADV
un	uno	DET
mese	mese	NOUN
di	di	ADP
corso	corso	NOUN

che	che	PRON
è	essere	AUX
fino	fino	ADV
a	a	ADP
la	il	DET
fine	fine	NOUN
di	di	ADP
marzo	marzo	NOUN

eh	eh	INTJ
beh	beh	INTJ
allora	allora	ADV
noi	noi	PRON
non	non	ADV
possiamo	potere	AUX
[PAUSE]	[PAUSE]	X
rinviare	rinviare	VERB
il	il	DET
corso	corso	NOUN

cioè	cioè	ADV

in	in	ADP
il	il	DET
senso	senso	NOUN
a	a	ADP
me	me	PRON
dispiace	dispiacere	VERB
questa	questo	DET
cosa	cosa	NOUN
ma	ma	CCONJ
se	se	SCONJ
fosse	essere	AUX
la	il	DET
maggior	maggiore	ADJ
parte	parte	NOUN
di	di	ADP
gli	il	DET
studenti	studente	NOUN
si	si	PRON
potrebbe	potere	AUX
provare	provare	VERB

così	così	ADV
com'	come	SCONJ
è	essere	AUX
cioè	cioè	ADV
non	non	ADV
posso	potere	AUX

ma	ma	CCONJ
per	per	ADP
tre	tre	NUM
eh	eh	INTJ
no	no	ADV

eh	eh	INTJ
non	non	ADV
posso	potere	AUX
dire	dire	VERB

perché	perché	SCONJ
il	il	DET
problema	problema	NOUN
è	essere	VERB
che	che	SCONJ
lui	lui	PRON
fa	fare	VERB
lezione	lezione	NOUN
in	in	ADP
inglese	inglese	NOUN
su	su	ADP
arabo	arabo	NOUN
di	di	ADP
il	il	DET
corano	corano	NOUN

quindi	quindi	ADV
mancare	mancare	VERB
a	a	ADP
quelle	quello	DET
lezioni	lezione	NOUN
per	per	ADP
me	me	PRON

wow	wow	INTJ

pr~	pr~	X
cioè	cioè	ADV
in	in	ADP
il	il	DET
senso	senso	NOUN
sarebbe	essere	AUX
proprio	proprio	ADV

allora	allora	ADV

ragazze	ragazza	NOUN
non	non	ADV

c'	ci	PRON
è	essere	VERB
problema	problema	NOUN
perché	perché	SCONJ
tanto	tanto	ADV
[PAUSE]	[PAUSE]	X
il	il	DET
mio	mio	DET
corso	corso	NOUN
lo	il	PRON
potete	potere	AUX
fare	fare	VERB
da	da	ADP
non	non	ADV
frequentanti	frequentante	ADJ
e	e	CCONJ
vi	vi	PRON
studiate	studiare	VERB
il	il	DET
libro	libro	NOUN

non	non	ADV
sarà	essere	AUX
bello	bello	ADJ
come	come	ADP
le	il	DET
mie	mio	DET
lezioni	lezione	NOUN
però	però	ADV
non	non	ADV
fa	fare	VERB
niente	niente	PRON

e	e	CCONJ
venite	venire	VERB
a	a	ADP
l'	il	DET
esame	esame	NOUN
e	e	CCONJ
portate	portare	VERB
e	e	CCONJ
portate	portare	VERB
il	il	DET
libro	libro	NOUN

siccome	siccome	SCONJ
mi	mi	PRON
hai	avere	AUX
detto	dire	VERB
che	che	SCONJ
sono	essere	AUX
soltanto	soltanto	ADV
due	due	NUM

un	uno	DET
mese	mese	NOUN

è	essere	AUX
un	uno	DET
mese	mese	NOUN

è	essere	AUX
un	uno	DET
mese	mese	NOUN
e	e	CCONJ
poi~	poi~	X
do~	do~	X
vi	vi	ADV
potete	potere	AUX
anche	anche	ADV
seguire	seguire	VERB
le	il	DET
lezioni	lezione	NOUN
dopo	dopo	ADV
e	e	CCONJ

sì	sì	ADV

vedete	vedere	VERB
un	uno	DET
po'	poco	ADV
voi	voi	PRON
[PAUSE]	[PAUSE]	X
mi	mi	PRON
dispiace	dispiacere	VERB
questa	questo	DET
roba	roba	NOUN
purtroppo	purtroppo	ADV
cambiare	cambiare	VERB

era	essere	AUX
solo	solo	ADJ
per	per	ADP
segnalar	segnalare	VERB
lo	lo	PRON
solo	solo	ADV
perché	perché	SCONJ
noi	noi	PRON
abbiamo	avere	VERB
questa	questo	DET
cosa	cosa	NOUN
qua	quo	DET

sì	sì	ADV
sì	sì	ADV
okay	ok	INTJ
ma	ma	CCONJ
siccome	siccome	SCONJ
noi	noi	PRON
siamo	essere	AUX
un	uno	DET
dipartimento	dipartimento	NOUN
loro	loro	PRON
sono	essere	AUX
un	uno	DET
altro	altro	ADJ
cioè	cioè	CCONJ
già	già	ADV
non	non	ADV
ci	ci	PRON
si	si	PRON
mette	mettere	VERB
d'	di	ADP
accordo	accordo	NOUN
[PAUSE]	[PAUSE]	X
dentro	dentro	ADP
un	uno	DET
dipartimento	dipartimento	NOUN

no	no	ADV
infatti	infatti	ADV

figurati	figurare	VERB
fuori	fuori	ADV

certo	certo	ADV

comunque	comunque	ADV

perché	perché	SCONJ
purtroppo	purtroppo	ADV
questo	questo	DET
corso	corso	NOUN
è	essere	AUX
davvero	davvero	ADV
troppo	troppo	ADV
difficile	difficile	ADJ
quindi	quindi	ADV
mancare	mancare	VERB

no	no	ADV
no	no	ADV
eh	eh	INTJ
sì	sì	ADV
figurati	figurare	VERB
no	no	ADV
certo	certo	ADV

già	già	ADV
con	con	ADP
l'	il	DET
inglese	inglese	NOUN
non	non	ADV
ci	ci	PRON
siamo	essere	AUX
proprio	proprio	ADV

quello	quello	PRON
spiega	spiegare	VERB
anche	anche	ADV
in	in	ADP
inglese	inglese	NOUN

no	no	ADV
no	no	ADV
ma	ma	CCONJ
l'	il	DET
arabo	arabo	NOUN
coranico	coranico	ADJ
insomma	insomma	ADV
è	essere	AUX
[PAUSE]	[PAUSE]	X
sì	sì	ADV
molto	molto	ADV
oltre	oltre	ADV
anche	anche	ADV
di	di	ADP
il	il	DET
sottoscritto	sottoscritto	NOUN

una	uno	DET
cosina	cosa	NOUN
tranquilla	tranquillo	ADJ

sì	sì	ADV
infatti	infatti	ADV
va	andare	VERB
bene	bene	ADV
[PAUSE]	[PAUSE]	X
eh	eh	INTJ

la	il	DET
vita	vita	NOUN
dev'	dovere	AUX
essere	essere	AUX
complicata	complicare	VERB
se	se	SCONJ
no	no	ADV

sì	sì	ADV

okay	ok	INTJ

okay	ok	INTJ

ci	ci	PRON
sono	essere	VERB

non	non	ADV
so	sapere	VERB
dopo	dopo	ADV
che	che	SCONJ
faccio	fare	VERB
questa	questo	DET
frase	frase	NOUN

allora	allora	ADV

ci	ci	PRON
siamo	essere	AUX
dov'	dove	ADV
è	essere	VERB
la	il	DET
mia	mio	DET
bottiglietta	bottiglietta	NOUN
d'	di	ADP
acqua	acqua	NOUN
uh	uh	INTJ
[PAUSE]	[PAUSE]	X
grazie	grazie	INTJ

eh	eh	INTJ

scusate	scusare	VERB
il	il	DET
ritardo	ritardo	NOUN
possiamo	potere	AUX
cominciare	cominciare	VERB

benvenuti	benvenuto	NOUN

e	e	CCONJ
benvenute	benvenuto	NOUN

a	a	ADP
tutti	tutto	PRON
quanti	quanto	PRON

a	a	ADP
il	il	DET
primo	primo	ADJ
corso	corso	NOUN

mezzo	mezzo	ADJ
corso	corso	NOUN
di	di	ADP
[PAUSE]	[PAUSE]	X
dialettologia	dialettologia	NOUN
[PAUSE]	[PAUSE]	X
araba	arabo	ADJ

per	per	ADP
lo	il	DET
meno	meno	NOUN
[PAUSE]	[PAUSE]	X
di	di	ADP
il	il	DET
dipartimento	dipartimento	NOUN
di	di	ADP
lingue	lingua	NOUN

di	di	ADP
l'	il	DET
università	università	NOUN
di	di	ADP
torino	Torino	PROPN
evviva	evviva	INTJ
evviva	evviva	INTJ
io	io	PRON
sono	essere	AUX
molto	molto	ADV
contento	contento	ADJ
che	che	SCONJ
questo	questo	DET
corso	corso	NOUN
si	si	PRON
faccia	fare	VERB
perché	perché	SCONJ

l'	il	DET
avevo	avevo	NOUN
già	già	ADV
detto	dire	VERB
quando	quando	SCONJ
ero	essere	AUX
venuto	venire	VERB
in	in	ADP
classe	classe	NOUN
l'	il	DET
altra	altro	ADJ
volta	volta	NOUN
ma	ma	CCONJ
ovviamente	ovviamente	ADV
ovviamente	ovviamente	ADV

dovrebbe	dovere	AUX
essere	essere	AUX
ovvio	ovvio	ADJ
che	che	SCONJ
oggi	oggi	ADV
non	non	ADV
si	si	PRON
possa	potere	AUX
eh	eh	INTJ
studiare	studiare	VERB
arabo	arabo	NOUN
senza	senza	ADP
avere	avere	VERB
una	uno	DET
qua~	qualche	DET
un	uno	DET
qualche	qualche	DET
tipo	tipo	NOUN
di	di	ADP
preparazione	preparazione	NOUN

che	che	SCONJ
riguardi	riguardare	VERB
le	il	DET
lingue	lingua	NOUN
parlate	parlato	ADJ
di	di	ADP
il	il	DET
mondo	mondo	NOUN
arabo	arabo	NOUN

perché	perché	SCONJ
ovviamente	ovviamente	ADV

da	da	ADP
il	il	DET
punto	punto	NOUN
di	di	ADP
vista	vista	NOUN
da	da	ADP
il	il	DET
punto	punto	NOUN
di	di	ADP
vista	vista	NOUN
comunicativo	comunicativo	ADJ
entrambe	entrambi	DET
le	il	DET
varietà	varietà	NOUN
[PAUSE]	[PAUSE]	X
vi	vi	PRON
servono	servire	VERB
[PAUSE]	[PAUSE]	X
se	se	SCONJ

avete	avere	VERB
intenzione	intenzione	NOUN
di	di	ADP

recar	recare	VERB
vi	vi	ADV
e	e	CCONJ
di	di	ADP
lavorare	lavorare	VERB

eh	eh	INTJ
in	in	ADP
il	il	DET
mondo	mondo	NOUN
arabo	arabo	NOUN

eh	eh	INTJ
voglio	volere	AUX
dire	dire	VERB
tanto	tanto	SCONJ
[PAUSE]	[PAUSE]	X
l'	il	DET
arabo	arabo	NOUN
standard	standard	ADJ
[PAUSE]	[PAUSE]	X
quanto	quanto	ADP
il	il	DET
dialetto	dialetto	NOUN
[PAUSE]	[PAUSE]	X
quale	quale	ADP
che	che	PRON
sia	essere	AUX
[PAUSE]	[PAUSE]	X
il	il	DET
dialetto	dialetto	NOUN
naturalmente	naturalmente	ADV
mah	mah	INTJ
eh	eh	INTJ

a	a	ADP
questo	questo	PRON
ci	ci	PRON
arriveremo	arrivare	VERB

eh	eh	INTJ
mh	mh	INTJ

abbiamo	avere	VERB
soltanto	soltanto	ADV
trenta	trenta	NUM
ore	ora	NOUN

per	per	ADP
il	il	DET
corso	corso	NOUN
grazie	grazie	INTJ
eh	eh	INTJ
mh	mh	INTJ

che	che	SCONJ
[PAUSE]	[PAUSE]	X
da	da	ADP
una	uno	DET
parte	parte	NOUN
è	essere	AUX
un	uno	DET
bene	bene	NOUN

perché	perché	SCONJ

vuol	volere	AUX
dire	dire	VERB
che	che	SCONJ
[PAUSE]	[PAUSE]	X
fare	fare	VERB
trenta	trenta	NUM
ore	ora	NOUN
vi	vi	PRON
permette	permettere	VERB
di	di	ADP
portare	portare	VERB
avanti	avanti	ADV
l'	il	DET
arabo	arabo	NOUN
standard	standard	ADJ

mentre	mentre	SCONJ
facciam~	fare	VERB
parallelamente	parallelamente	ADV
facciamo	fare	VERB
anche	anche	ADV
un	uno	DET
po'	poco	ADV
dialetto	dialetto	NOUN

un	uno	DET
po'	poco	PRON
di	di	ADP
dialetto	dialetto	NOUN
da	da	ADP
l'	il	DET
altra	altro	ADJ
parte	parte	NOUN
un	uno	DET
male	male	NOUN

perché	perché	SCONJ
abbiamo	avere	VERB
solo	solo	ADV
trenta	trenta	NUM
ore	ora	NOUN
e	e	CCONJ
quindi	quindi	ADV
bisognerà	bisognare	VERB

stringere	stringere	VERB
eh	eh	INTJ
[PAUSE]	[PAUSE]	X
molto	molto	ADV
mh	mh	INTJ

tutto	tutto	PRON
quanto	quanto	ADV
comprimere	comprimere	VERB
tutto	tutto	PRON
in	in	ADP
le	il	DET
ore	ora	NOUN
che	che	PRON
abbiamo	avere	VERB

quindi	quindi	ADV
se	se	SCONJ
per	per	ADP
voi	voi	PRON
va	andare	VERB
bene	bene	ADV
io	io	PRON

darei	dare	VERB
una	uno	DET
tolleranza	tolleranza	NOUN
di	di	ADP
una	uno	DET
decina	decina	NOUN
di	di	ADP
minuti	minuto	NOUN
a	a	ADP
l'	il	DET
inizio	inizio	NOUN
di	di	ADP
la	il	DET
lezione	lezione	NOUN
però	però	ADV
a	a	ADP
le	il	DET
due	due	NUM
e	e	CCONJ
dieci	dieci	NUM
inizierei	iniziereo	NOUN

mh	mh	INTJ
senza	senza	ADP
pausa	pausa	NOUN
andiamo	andare	VERB
avanti	avanti	ADV
fino	fino	ADV

a	a	ADP
le	il	DET
quattro	quattro	NUM
potete	potere	VERB
eh	eh	INTJ
il	il	DET
martedì	martedì	NOUN
intendo	intendere	VERB
[PAUSE]	[PAUSE]	X
il	il	DET
mercoledì	mercoledì	NOUN

mercoledì	mercoledì	NOUN
è	essere	AUX
un'	uno	DET
ora	ora	NOUN

eh	eh	INTJ
i~	io	PRON
io	io	PRON
inizio~	iniziare	VERB
inizio	iniziare	VERB
a	a	ADP
le	il	DET
due	due	NUM
e	e	CCONJ
finisco	finire	VERB
a	a	ADP
le	il	DET
tre	tre	NUM
[PAUSE]	[PAUSE]	X
cioè	cioè	CCONJ
in	in	ADP
il	il	DET
senso	senso	NOUN
se	se	SCONJ
cominciamo	cominciare	VERB
a	a	ADP
togliere	togliere	VERB

mezz'	mezzo	ADJ
ora	ora	ADV
ogni	ogni	DET
settimana	settimana	NOUN
non	non	ADV

eh	eh	INTJ

n~	non	ADV
non	non	ADV
ce	ce	PRON
la	la	PRON
facciamo	fare	VERB

quindi	quindi	ADV

più	più	ADV
o	o	CCONJ
meno	meno	ADV
gli	il	DET
orari	orario	NOUN
più	più	ADV
o	o	CCONJ
meno	meno	ADV
gli	il	DET
orari	orario	NOUN
sono	essere	AUX
questi	questo	PRON
quindi	quindi	ADV
okay	ok	INTJ

per	per	ADP
le	il	DET
due	due	NUM
e	e	CCONJ
dieci	dieci	NUM
a	a	ADP
il	il	DET
massimo	massimo	NOUN
cercate	cercare	VERB
di	di	ADP

eh	eh	INTJ

cercate	cercare	VERB
di	di	ADP
esser	essere	AUX
ci	ci	PRON

detto	dire	VERB
questo	questo	PRON
[PAUSE]	[PAUSE]	X
io	io	PRON
ho	avere	VERB
il	il	DET
mio	mio	DET
foglio	foglio	NOUN
con	con	ADP
le	il	DET
cose	cosa	NOUN
che	che	PRON
vi	vi	ADV
devo	dovere	AUX
dire	dire	VERB

così	così	ADV

eh	eh	INTJ

non	non	ADV
mi	mi	PRON
dimentico	dimenticare	VERB
[PAUSE]	[PAUSE]	X
così	così	ADV
non	non	ADV
mi	mi	PRON
dimentico	dimenticare	VERB
niente	niente	PRON
[PAUSE]	[PAUSE]	X
ecco	ecco	ADV
io	io	PRON
sono	essere	VERB
matteo	Matteo	PROPN
[PAUSE]	[PAUSE]	X
questo	questo	PRON

non	non	ADV
l'	lo	PRON
ho	avere	AUX
detto	dire	VERB
prima	prima	ADV
lo	lo	PRON
dico	dire	VERB
adesso	adesso	ADV
le	il	DET
presentazioni	presentazione	NOUN

matteo	Matteo	PROPN
marroni	Marrone	PROPN
per	per	ADP
quello	quello	PRON
che	che	PRON
vale	valere	VERB
la	il	DET
[PAUSE]	[PAUSE]	X
mia	mio	DET
mail	mail	NOUN

se	se	SCONJ
vi	vi	PRON
serve	servire	VERB
contattar	contattare	VERB
mi	mi	PRON
la	la	PRON
trovate	trovare	VERB

eh	eh	INTJ

proiettata	proiettare	VERB
[PAUSE]	[PAUSE]	X
a	a	ADP
le	il	DET
mie	mio	DET
spalle	spalla	NOUN

ogni	ogni	DET
tanto	tanto	NOUN
proietterò	proietterare	VERB
di	di	ADP
le	il	DET
slide	slide	NOUN

non	non	ADV
sempre	sempre	ADV
non	non	ADV
su	su	ADP
tutto	tutto	DET
quanto	quanto	PRON
ma	ma	CCONJ

eh	eh	INTJ
in	in	ADP
la	il	DET
misura	misura	NOUN
[PAUSE]	[PAUSE]	X
in	in	ADP
cui	cui	PRON
ci	ci	PRON
sono	essere	VERB
utili	utile	NOUN

eh	eh	INTJ

se	se	SCONJ
le	il	DET
volete	volere	NOUN

sì	sì	ADV

sì	sì	ADV

possiamo	potere	AUX
organizzar	organizzare	VERB
ci	ci	PRON
in	in	ADP
diversi	diverso	DET
modi	modo	NOUN

io	io	PRON
a	a	ADP
l'	il	DET
epoca	epoca	NOUN
avevo	avere	AUX
anche	anche	ADV
creato	creare	VERB
un	uno	DET
gruppo	gruppo	NOUN
facebook	Facebook	PROPN
che	che	PRON
si	si	PRON
chiamava	chiamare	VERB
dialettologia	dialettologia	NOUN
araba	arabo	ADJ
su	su	ADP
cui	cui	DET
caricavo	caricavo	NOUN
di	di	ADP
il	il	DET
materiale	materiale	NOUN
ogni	ogni	DET
tanto	tanto	NOUN

ma	ma	CCONJ
[PAUSE]	[PAUSE]	X
visto	vedere	VERB
che	che	SCONJ
poi	poi	ADV
non	non	ADV
tutti	tutto	PRON
magari	magari	ADV

eh	eh	INTJ
lo	lo	PRON
usano	usare	VERB
possiamo	potere	AUX

fare	fare	VERB
una	uno	DET
cartella	cartella	NOUN
di	di	ADP
dropbox	Dropbox	PROPN
condivisa	condividere	VERB

eh	eh	INTJ
avrò	avere	VERB
bisogno	bisogno	NOUN
di	di	ADP
i	il	DET
vostri	vostro	DET
indirizzi	indirizzo	NOUN
mail	mail	NOUN

quindi	quindi	ADV

eh	eh	INTJ
mh	mh	INTJ

facciamo	fare	VERB
girare	girare	VERB
un	uno	DET
foglio	foglio	NOUN

facciamo	fare	VERB
girare	girare	VERB
un	uno	DET
foglio	foglio	NOUN

sì	sì	ADV
meglio	meglio	ADV
che	che	SCONJ
mi	mi	PRON
scrivate	scrivere	VERB
tutti	tutto	PRON
una	uno	DET
mail	mail	NOUN
sì	sì	ADV
facciamo	fare	VERB
girare	girare	VERB
un	uno	DET
foglio	foglio	NOUN
così	così	ADV
tutti	tutto	PRON
danno	dare	VERB
l'	il	DET
indirizzo	indirizzo	NOUN
mail	mail	DET
e	e	CCONJ
trovate	trovare	VERB
lì	lì	ADV
sopra	sopra	ADV

le	il	DET
slide	slide	NOUN

le	il	DET
slide	slide	NOUN
ovviamente	ovviamente	ADV
non	non	ADV
sono	essere	AUX

eh	eh	INTJ
gli	il	DET
appunti	appunto	NOUN
dettagliati	dettagliato	ADJ
di	di	ADP
tutto	tutto	DET
quello	quello	PRON
che	che	PRON
è	essere	AUX
stato	essere	AUX
detto	dire	VERB
a	a	ADP
lezione	lezione	NOUN
sono	essere	AUX
un	uno	DET
supporto	supporto	NOUN
per	per	ADP
alcune	alcuno	DET
cose	cosa	NOUN
quindi	quindi	ADV
vi	vi	ADV
possono	potere	AUX
essere	essere	AUX
utili	utile	ADJ
ma	ma	CCONJ

eh	eh	INTJ
mh	mh	INTJ

vi	vi	PRON
serviranno	servire	VERB
naturalmente	naturalmente	ADV
anche	anche	ADV
gli	il	DET
appunti	appunto	NOUN
perché	perché	SCONJ

perché	perché	SCONJ
parliamo	parlare	VERB
subito	subito	ADV
di	di	ADP
l'	il	DET
esame	esame	NOUN
che	che	PRON
so	sapere	VERB
che	che	SCONJ
è	essere	VERB
la	il	DET
cosa	cosa	NOUN

che	che	PRON
è	essere	AUX
la	il	DET
cosa	cosa	NOUN
che	che	PRON
vi	vi	PRON
interessa	interessare	VERB
di	di	ADP
più	più	ADV
così	così	ADV
poi	poi	ADV
eliminiamo	eliminare	VERB
questa	questo	DET
parte	parte	NOUN

e	e	CCONJ
possiamo	potere	AUX
concentrar	concentrare	VERB
ci	ci	PRON
su	su	ADP
qualcosa	qualcosa	PRON
di	di	ADP
utile	utile	ADJ

per	per	ADP
quello	quello	PRON
che	che	PRON
riguarda	riguardare	VERB
l'	il	DET
esame	esame	NOUN

è	essere	AUX
orale	orale	ADJ

la	il	DET
parte	parte	NOUN

che	che	PRON
riguarda	riguardare	VERB
dialettologia	dialettologia	NOUN
araba	arabo	ADJ

cioè	cioè	ADV

il	il	DET
sottoscritto	sottoscritto	NOUN

la	il	DET
bianchi	Bianchi	PROPN
immagino	immagino	NOUN
vi	vi	PRON
abbia	avere	AUX
spiegato	spiegare	VERB
che	che	SCONJ
fate	fare	VERB
l'	il	DET
e~	e~	X
non	non	ADV
c'	ci	PRON
è	essere	AUX
stato	essere	VERB
l'	il	DET
esonero	esonero	NOUN
ancora	ancora	ADV
vero	vero	ADJ

no	no	ADV

okay	ok	INTJ

quindi	quindi	ADV
farete	fare	VERB
l'	il	DET
esame	esame	NOUN
scritto	scrivere	VERB
con	con	ADP
lei	lei	PRON

e	e	CCONJ
l'	il	DET
esa~	esame	NOUN
e	e	CCONJ
con	con	ADP
me	me	PRON
l'	il	DET
esame	esame	NOUN
sarà	essere	AUX
orale	orale	ADJ

e	e	CCONJ
si~	si~	X
potete	potere	AUX

in	in	ADP

in	in	ADP
piena	pieno	ADJ
coscienza	coscienza	NOUN
e	e	CCONJ
libertà	libertà	NOUN
[PAUSE]	[PAUSE]	X
potete	potere	AUX
scegliere	scegliere	VERB
di	di	ADP
venire	venire	VERB
sempre	sempre	ADV
a	a	ADP
lezione	lezione	NOUN
prendere	prendere	VERB
gli	il	DET
appunti	appunto	NOUN
venire	venire	VERB
a	a	ADP
l'	il	DET
esame	esame	NOUN

e	e	CCONJ
parliamo	parlare	VERB
soltanto	soltanto	ADV
di	di	ADP
gli	il	DET
appunti	appunto	NOUN
che	che	PRON
avete	avere	AUX
preso	prendere	VERB
in	in	ADP
classe	classe	NOUN
[PAUSE]	[PAUSE]	X
s~	s~	PROPN
se	se	SCONJ
volete	volere	VERB

siccome	siccome	SCONJ
molti	molto	PRON
hanno	avere	VERB
poi	poi	ADV
un	uno	DET
senso	senso	NOUN
