token_id	speaker	tu_id	span	form	lemma	upos	jefferson_feats
51-5	BO147	51	anche	anche	anche	ADV	_
51-6	BO147	51	il	il	il	DET	_
51-7	BO147	51	coso	coso	coso	NOUN	_
52-0	BO147	52	l'	l'	il	DET	Truncated=Yes
52-1	BO147	52	aperitivo	aperitivo	aperitivo	NOUN	_
52-2	BO147	52	no?	no	no	INTJ	Intonation=rising
53-0	BO146	53	°sì	sì	sì	INTJ	Volume=low
53-1	BO146	53	non	non	non	ADV	Volume=low
53-2	BO146	53	so	so	sapere	VERB	Volume=low
53-3	BO146	53	come	come	come	ADV	Volume=low
53-4	BO146	53	lo	lo	lo	PRON	Volume=low
53-5	BO146	53	fa.	fa	fare	VERB	Intonation=falling|Volume=low
53-6	BO146	53	cioè°	cioè	cioè	CCONJ	Volume=low
54-0	BO145	54	mi	mi	mi	PRON	_
54-1	BO145	54	sa	sa	sapere	VERB	_
54-2	BO145	54	che	che	che	SCONJ	_
54-3	BO145	54	costa	costa	costare	VERB	_
55-0	BO147	55	vabbè	vabbè	vabbè	INTJ	_
55-1	BO147	55	però	però	però	ADV	_
55-2	BO147	55	è	è	essere	VERB	_
55-3	BO147	55	anche	anche	anche	ADV	_
56-0	BO147	56	è	è	essere	VERB	_
56-1	BO147	56	anche	anche	anche	ADV	_
56-2	BO147	56	ristorante	ristorante	ristorante	NOUN	_
57-0	BO146	57	quella	quella	quello	DET	_
57-1	BO146	57	volta	volta	volta	NOUN	_
57-2	BO146	57	che	che	che	PRON	_
57-3	BO146	57	ci	ci	ci	PRON	_
57-4	BO146	57	siamo	siamo	essere	AUX	_
57-5	BO146	57	andati	andati	andare	VERB	_
57-6	BO146	57	noi	noi	noi	PRON	_
57-7	BO146	57	non	non	non	ADV	_
57-8	BO146	57	c'	c'	ci	PRON	Truncated=Yes
57-9	BO146	57	era	era	essere	VERB	_
57-10	BO146	57	un	un	uno	DET	_
57-11	BO146	57	granché	granché	granché	NOUN	_
57-12	BO146	57	mi	mi	mi	PRON	_
57-13	BO146	57	pare	pare	parere	VERB	_
58-0	BO145	58	mh	mh	mh	INTJ	_
59-0	BO146	59	(non	non	non	ADV	_
59-1	BO146	59	c'	c'	ci	PRON	Truncated=Yes
59-2	BO146	59	era	era	essere	VERB	_
59-3	BO146	59	niente)	niente	niente	PRON	_
60-0	BO145	60	la	la	il	DET	_
60-1	BO145	60	rapa	rapa	rapa	NOUN	_
60-2	BO145	60	c'	c'	ci	PRON	Truncated=Yes
60-3	BO145	60	era	era	essere	VERB	_
61-0	BO146	61	sì	sì	sì	INTJ	_
61-1	BO146	61	ma	ma	ma	CCONJ	_
61-2	BO146	61	roba	roba	roba	NOUN	_
61-3	BO146	61	(da	da	da	ADP	_
61-4	BO146	61	banco)	banco	banco	NOUN	_
62-0	BO145	62	mh	mh	mh	INTJ	_
62-1	BO145	62	mh	mh	mh	INTJ	_
63-0	BO147	63	{ride}	{ride}	-	X	_
64-0	BO145	64	non	non	non	ADV	_
64-1	BO145	64	parli?	parli	parlare	VERB	Intonation=rising
64-1a	_	_	_	_	_	_	_
64-1b	_	_	_	_	_	_	_
65-0	BO145	65	{ride}	{ride}	-	X	_
66-0	BO139	66	così	così	così	ADV	_
66-1	BO139	66	non	non	non	ADV	_
66-2	BO139	66	mi	mi	mi	PRON	_
66-3	BO139	66	trascrivo	trascrivo	trascrivere	VERB	_
66-4	BO139	66	no	no	no	INTJ	_
66-5	BO139	66	c'	c'	ci	PRON	Truncated=Yes
66-6	BO139	66	ho	ho	avere	VERB	_
66-7	BO139	66	la	la	il	DET	_
66-8	BO139	66	bocca	bocca	bocca	NOUN	_
66-9	BO139	66	piena	piena	pieno	ADJ	_
67-0	BO139	67	l'	l'	il	DET	Truncated=Yes
67-1	BO139	67	altra	altra	altro	ADJ	_
67-2	BO139	67	volta	volta	volta	NOUN	_
68-0	BO139	68	controllavo	controllavo	controllare	VERB	_
68-1	BO139	68	di	di	di	ADP	_
68-2	BO139	68	averlo	averlo	_	_	_
68-2a	_	_	_	aver	avere	VERB	_
68-2b	_	_	_	lo	lo	PRON	_
68-3	BO139	68	avviato	avviato	avviare	VERB	_
68-4	BO139	68	effetivamente	effetivamente	effettivamente	ADV	_
68-5	BO139	68	perché	perché	perché	SCONJ	_
68-6	BO139	68	ero	ero	essere	VERB	_
68-7	BO139	68	da	da	da	ADP	_
68-8	BO139	68	un	un	uno	DET	_
68-9	BO139	68	notaio	notaio	notaio	NOUN	_
69-0	BO139	69	e	e	e	CCONJ	_
69-1	BO139	69	doveva	doveva	dovere	AUX	_
69-2	BO139	69	esserci	esserci	_	_	_
69-2a	_	_	_	esser	essere	AUX	_
69-2b	_	_	_	ci	ci	PRON	_
69-3	BO139	69	anche	anche	anche	ADV	_
69-4	BO139	69	mio	mio	mio	DET	_
69-5	BO139	69	babbo	babbo	babbo	NOUN	_
69-6	BO139	69	ma	ma	ma	CCONJ	_
69-7	BO139	69	non	non	non	ADV	_
69-8	BO139	69	poteva	poteva	potere	AUX	_
69-9	BO139	69	venire	venire	venire	VERB	_
70-0	BO139	70	quindi	quindi	quindi	CCONJ	_
70-1	BO139	70	volevo	volevo	volere	AUX	_
70-2	BO139	70	registrare	registrare	registrare	VERB	_
70-3	BO139	70	l'	l'	il	DET	Truncated=Yes
70-4	BO139	70	incontro	incontro	incontro	NOUN	_
71-0	BO147	71	mh	mh	mh	INTJ	_
72-0	BO139	72	e:h	eh	eh	INTJ	ProsodicLink=Yes
72-1	BO139	72	m:h	mh	mh	INTJ	_
73-0	BO139	73	niente	niente	niente	PRON	_
73-1	BO139	73	tipo	tipo	tipo	NOUN	_
74-0	BO139	74	ho	ho	avere	AUX	_
74-1	BO139	74	schiacciato	schiacciato	schiacciare	VERB	_
74-2	BO139	74	si	si	si	PRON	_
74-3	BO139	74	vede	vede	vedere	VERB	_
74-4	BO139	74	tipo	tipo	tipo	NOUN	_
74-5	BO139	74	due	due	due	DET	_
74-6	BO139	74	volte	volte	volta	NOUN	_
74-7	BO139	74	velocemente	velocemente	velocemente	ADV	_
75-0	BO139	75	>alla	alla	_	_	_
75-0a	_	_	_	a	a	ADP	_
75-0b	_	_	_	la	il	DET	_
75-1	BO139	75	fine<	fine	fine	NOUN	_
75-2	BO139	75	dell'	dell'	_	_	Truncated=Yes
75-2a	_	_	_	di	di	ADP	_
75-2b	_	_	_	l'	il	DET	_
75-3	BO139	75	incontro	incontro	incontro	NOUN	_
75-4	BO139	75	avevo	avevo	avere	AUX	_
75-5	BO139	75	tipo	tipo	tipo	NOUN	_
75-6	BO139	75	registrato	registrato	registrare	VERB	_
75-7	BO139	75	xxx	x	x	X	_
75-8	BO139	75	tipo	tipo	tipo	NOUN	_
75-9	BO139	75	due	due	due	DET	_
75-10	BO139	75	secondi	secondi	secondo	NOUN	_
75-11	BO139	75	{ride}	{ride}	-	X	_
76-0	BO146	76	{ride}	{ride}	-	X	_
77-0	BO146	77	{ride}	{ride}	-	X	_
78-0	BO139	78	>si	si	si	PRON	_
78-1	BO139	78	sentiva	sentiva	sentire	VERB	_
78-2	BO139	78	solo	solo	solo	ADV	_
78-3	BO139	78	pshhh<	pshhh	pshhh	INTJ	_
79-0	BO139	79	io	io	io	PRON	_
79-1	BO139	79	che	che	che	PRON	_
79-2	BO139	79	mi	mi	mi	PRON	_
79-3	BO139	79	siedo	siedo	sedere	VERB	_
79-4	BO139	79	sulla	sulla	_	_	_
79-4a	_	_	_	su	su	ADP	_
79-4b	_	_	_	la	il	DET	_
79-5	BO139	79	sedia	sedia	sedia	NOUN	_
79-6	BO139	79	e	e	e	CCONJ	_
79-7	BO139	79	basta	basta	bastare	INTJ	_
80-0	BO145	80	{ride}	{ride}	-	X	_
81-0	BO139	81	>quindi<	quindi	quindi	CCONJ	_
81-1	BO139	81	giusto	giusto	giusto	ADV	_
81-2	BO139	81	per	per	per	ADP	_
81-3	BO139	81	essere	essere	essere	VERB	_
81-4	BO139	81	si[curo]	sicuro	sicuro	ADJ	_
82-0	BO145	82	[belli]ssimo	bellissimo	bello	ADJ	_
82-1	BO145	82	qua~	qua	qua~	ADV	Interrupted=Yes
82-2	BO145	82	ci	ci	ci	PRON	_
82-3	BO145	82	metti	metti	mettere	VERB	_
82-4	BO145	82	quattro	quattro	quattro	NUM	_
82-5	BO145	82	secondi	secondi	secondo	NOUN	_
82-6	BO145	82	a	a	a	ADP	_
82-7	BO145	82	trascrivere	trascrivere	trascrivere	VERB	_
82-8	BO145	82	quella	quella	quello	DET	_
82-9	BO145	82	cosa	cosa	cosa	NOUN	_
83-0	BO139	83	{ride}	{ride}	-	X	_
84-0	BO139	84	{ride}	{ride}	-	X	_
85-0	BO147	85	ma	ma	ma	CCONJ	_
85-1	BO147	85	quanti	quanti	quanto	ADV	_
85-2	BO147	85	minuti:	minuti	minuto	NOUN	_
85-3	BO147	85	devono	devono	dovere	AUX	_
85-4	BO147	85	essere(?)	essere	essere	VERB	Intonation=rising
86-0	BO139	86	mh	mh	mh	INTJ	_
87-0	BO139	87	quel	quel	quello	PRON	_
87-1	BO139	87	che	che	che	PRON	_
87-2	BO139	87	capita	capita	capitare	VERB	_
88-0	BO139	88	l'	l'	il	DET	Truncated=Yes
88-1	BO139	88	altra	altra	altro	DET	_
88-2	BO139	88	volta	volta	volta	NOUN	_
88-3	BO139	88	tipo	tipo	tipo	NOUN	_
88-4	BO139	88	ho	ho	avere	AUX	_
88-5	BO139	88	registrato	registrato	registrare	VERB	_
88-6	BO139	88	la	la	il	DET	_
88-7	BO139	88	(>mia<)	mia	mio	DET	_
88-8	BO139	88	coinquilina	coinquilina	coinquilino	NOUN	_
88-9	BO139	88	[x]	x	x	X	_
89-0	BO147	89	[ma	ma	ma	CCONJ	_
89-1	BO147	89	tanto	tanto	tanto	ADV	_
89-2	BO147	89	devi	devi	dovere	AUX	_
89-3	BO147	89	(f]are)	fare	fare	VERB	_
89-4	BO147	89	duecentocinquanta	duecentocinquanta	duecentocinquanta	NUM	_
89-5	BO147	89	ore	ore	ora	NOUN	_
89-6	BO147	89	puoi	puoi	potere	AUX	_
89-7	BO147	89	(farle)	farle	_	_	_
89-7a	_	_	_	far	fare	VERB	_
89-7b	_	_	_	le	le	PRON	_
89-8	BO147	89	anche	anche	anche	ADV	_
89-9	BO147	89	(di:)	di	di	ADP	_
89-10	BO147	89	sessanta:	sessanta	sessanta	NUM	_
89-11	BO147	89	ore	ore	ora	NOUN	_
89-12	BO147	89	x	x	x	X	_
89-13	BO147	89	audio	audio	audio	NOUN	_
90-0	BO139	90	{ride}	{ride}	_	_	_
91-0	BO139	91	volete	volete	volere	AUX	_
91-1	BO139	91	stare	stare	stare	VERB	_
91-2	BO139	91	in	in	in	ADP	_
91-3	BO139	91	bisca	bisca	bisca	NOUN	_
91-4	BO139	91	fino	fino	fino	ADV	_
91-5	BO139	91	alle	alle	_	_	_
91-5a	_	_	_	a	a	ADP	_
91-5b	_	_	_	le	il	DET	_
91-6	BO139	91	quattro	quattro	quattro	NUM	_
91-7	BO139	91	del	del	_	_	_
91-7a	_	_	_	di	di	ADP	_
91-7b	_	_	_	il	il	DET	_
91-8	BO139	91	ma]tt[ino	mattino	mattino	NOUN	_
91-9	BO139	91	stano]tte?	stanotte	stanotte	ADV	Intonation=rising
92-0	BO145	92	[mh]	mh	mh	INTJ	_
93-0	BO147	93	[eh]	eh	eh	INTJ	_
94-0	BO145	94	ne	ne	ne	PRON	_
94-1	BO145	94	fai	fai	fare	VERB	_
95-0	BO145	95	una	una	uno	DET	_
95-1	BO145	95	(di)	di	di	ADP	_
95-2	BO145	95	dodici	dodici	dodici	NUM	_
95-3	BO145	95	ore	ore	ora	NOUN	_
96-0	BO139	96	mh	mh	mh	INTJ	_
97-0	BO139	97	parlare	parlare	parlare	VERB	_
97-1	BO139	97	costantemente	costantemente	costantemente	ADV	_
97-2	BO139	97	per	per	per	ADP	_
97-3	BO139	97	dodici	dodici	dodici	NUM	_
97-4	BO139	97	ore	ore	ora	NOUN	_
97-5	BO139	97	però	però	però	CCONJ	_
97-6	BO139	97	è	è	essere	AUX	_
97-7	BO139	97	{P}	{P}	-	X	_
97-8	BO139	97	tosta	tosta	tosto	ADJ	_
97-9	BO139	97	eh	eh	eh	INTJ	_
98-0	BO147	98	mh	mh	mh	INTJ	_
99-0	BO139	99	per	per	per	ADP	_
99-1	BO139	99	me	me	me	PRON	_
99-2	BO139	99	non	non	non	ADV	_
99-3	BO139	99	è	è	essere	VERB	_
99-4	BO139	99	un	un	uno	DET	_
99-5	BO139	99	problema	problema	problema	NOUN	_
99-6	BO139	99	però	però	però	CCONJ	_
99-7	BO139	99	voglio	voglio	volere	AUX	_
99-8	BO139	99	dire	dire	dire	VERB	_
99-9	BO139	99	{ride}	{ride}	-	X	_
100-0	BO145	100	>in<fatti	infatti	infatti	ADV	_
101-0	BO147	101	{ride}	{ride}	-	X	_
102-0	BO145	102	{ride}	{ride}	-	X	_
103-0	BO139	103	{ride}	{ride}	-	X	_
104-0	BO145	104	un	un	uno	DET	_
104-1	BO145	104	monologo	monologo	monologo	NOUN	_
104-2	BO145	104	di	di	di	ADP	_
104-3	BO145	104	andrea	andrea	Andrea	PROPN	_
104-4	BO145	104	verdi	verdi	Verdì	PROPN	_
104-5	BO145	104	per	per	per	ADP	_
104-6	BO145	104	dodici	dodici	dodici	NUM	_
104-7	BO145	104	ore	ore	ora	NOUN	_
105-0	BO139	105	{ride}	{ride}	-	X	_
106-0	BO139	106	mh	mh	mh	INTJ	_
106-1	BO139	106	mh	mh	mh	INTJ	_
107-0	BO147	107	dopo	dopo	dopo	ADV	_
107-1	BO147	107	c'	c'	ci	PRON	Truncated=Yes
107-2	BO147	107	è	è	essere	VERB	_
107-3	BO147	107	chi	chi	chi	PRON	_
107-4	BO147	107	te	te	te	PRON	_
107-5	BO147	107	lo	lo	lo	PRON	_
107-6	BO147	107	controlla	controlla	controllare	VERB	_
107-7	BO147	107	ovviamente	ovviamente	ovviamente	ADV	_
108-0	BO139	108	sì	sì	sì	INTJ	_
109-0	BO147	109	>cioè<	cioè	cioè	CCONJ	_
109-1	BO147	109	ascolta	ascolta	ascoltare	VERB	_
109-2	BO147	109	prima	prima	prima	ADV	_
109-3	BO147	109	l'	l'	il	DET	Truncated=Yes
109-4	BO147	109	audio	audio	audio	NOUN	_
109-5	BO147	109	(poi)	poi	poi	ADV	_
109-6	BO147	109	vede	vede	vedere	VERB	_
109-7	BO147	109	se	se	se	SCONJ	_
110-0	BO139	110	sì	sì	sì	INTJ	_
110-1	BO139	110	>cioè<	cioè	cioè	CCONJ	_
110-2	BO139	110	(guarda	guarda	guardare	VERB	_
110-3	BO139	110	in	in	in	ADP	_
110-4	BO139	110	un	un	uno	DET	_
110-5	BO139	110	software)	software	software	NOUN	_
111-0	BO139	111	vede	vede	vedere	VERB	_
112-0	BO139	112	>cioè<	cioè	cioè	CCONJ	_
112-1	BO139	112	sopra	sopra	sopra	ADV	_
112-2	BO139	112	tipo	tipo	tipo	NOUN	_
112-3	BO139	112	vedi	vedi	vedere	VERB	_
112-4	BO139	112	proprio	proprio	proprio	ADV	_
112-5	BO139	112	l'	l'	il	DET	Truncated=Yes
112-6	BO139	112	onda	onda	onda	NOUN	_
112-7	BO139	112	audio	audio	audio	NOUN	_
112-8	BO139	112	>[non	non	non	ADV	_
112-9	BO139	112	so	so	sapere	VERB	_
112-10	BO139	112	se]	se	se	SCONJ	_
112-11	BO139	112	hai	hai	avere	VERB	_
112-12	BO139	112	presente<	presente	presente	ADJ	_
113-0	BO146	113	[°mh	mh	mh	INTJ	Volume=low
113-1	BO146	113	mh°]	mh	mh	INTJ	Volume=low
114-0	BO147	114	eh	eh	eh	INTJ	ProsodicLink=Yes
114-1	BO147	114	mh	mh	mh	INTJ	_
115-0	BO139	115	e	e	e	CCONJ	_
115-1	BO139	115	sotto	sotto	sotto	ADV	_
115-2	BO139	115	ci	ci	ci	PRON	_
115-3	BO139	115	sono	sono	essere	VERB	_
115-4	BO139	115	i	i	il	DET	_
115-5	BO139	115	vari	vari	vario	DET	_
115-6	BO139	115	segmenti	segmenti	segmento	NOUN	_
115-7	BO139	115	che	che	che	SCONJ	_
115-8	BO139	115	tu	tu	tu	PRON	_
115-9	BO139	115	crei	crei	creare	VERB	_
115-10	BO139	115	per	per	per	ADP	_
116-0	BO139	116	sincronizzare	sincronizzare	sincronizzare	VERB	_
116-1	BO139	116	{P}	{P}	-	X	_
116-2	BO139	116	il	il	il	DET	_
116-3	BO139	116	testo	testo	testo	NOUN	_
116-4	BO139	116	s[cri]tto	scritto	scrivere	VERB	_
116-5	BO139	116	all'	all'	_	_	Truncated=Yes
116-5a	_	_	_	a	a	ADP	_
116-5b	_	_	_	l'	il	DET	_
116-6	BO139	116	audio,	audio	audio	NOUN	Intonation=weakly_rising
117-0	BO146	117	[mh]	mh	mh	INTJ	_
118-0	BO146	118	mh	mh	mh	INTJ	_
119-0	BO139	119	e	e	e	CCONJ	_
